0.2 	1 	2 	3 	4 	5 	6 	7 	8 	9 	10 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.495093 	1.92314 	1.02688 	3.18484 	5.21416 	3.51712 	5.49429 	8.27109 	9.14047 	9.46174 	10.1154 	11.0199 	12.0025 	13.0002 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.497174 	1.87263 	1.19986 	2.9082 	5.39517 	3.63476 	5.28734 	8.19268 	9.20118 	9.51537 	10.1347 	11.0242 	12.0032 	13.0003 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.480122 	1.78898 	1.40338 	2.63027 	5.53892 	3.78915 	5.08838 	8.09518 	9.25641 	9.57232 	10.1565 	11.0292 	12.004 	13.0004 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.444399 	1.6749 	1.63072 	2.36012 	5.64019 	3.97767 	4.90195 	7.97872 	9.30469 	9.63233 	10.181 	11.0352 	12.005 	13.0005 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.391185 	1.53428 	1.87418 	2.10679 	5.69488 	4.19668 	4.7326 	7.84381 	9.34453 	9.69501 	10.2084 	11.0421 	12.0062 	13.0007 	14.0001 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.322333 	1.37202 	2.12538 	1.87897 	5.70014 	4.44155 	4.58477 	7.69138 	9.37437 	9.75991 	10.2389 	11.0502 	12.0076 	13.0009 	14.0001 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.240315 	1.1939 	2.3755 	1.68471 	5.65454 	4.70677 	4.46269 	7.52285 	9.39272 	9.82643 	10.2725 	11.0597 	12.0094 	13.0011 	14.0001 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.14813 	1.00638 	2.61563 	1.53112 	5.55814 	4.986 	4.37025 	7.34009 	9.39809 	9.89389 	10.3095 	11.0706 	12.0115 	13.0014 	14.0001 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.0491998 	0.816326 	2.83703 	1.42413 	5.41256 	5.27227 	4.31085 	7.14542 	9.38911 	9.96148 	10.3499 	11.0831 	12.0141 	13.0018 	14.0002 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.0527569 	0.630822 	3.0315 	1.36826 	5.221 	5.55811 	4.28731 	6.94163 	9.36449 	10.0283 	10.3938 	11.0974 	12.0171 	13.0022 	14.0002 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.153861 	0.45687 	3.19163 	1.36641 	4.98814 	5.83573 	4.30173 	6.73194 	9.32317 	10.0932 	10.441 	11.1137 	12.0207 	13.0028 	14.0003 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.250218 	0.301145 	3.31112 	1.41971 	4.72013 	6.09728 	4.3554 	6.51993 	9.26426 	10.1552 	10.4917 	11.1321 	12.0249 	13.0035 	14.0004 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.338066 	0.169736 	3.38501 	1.52748 	4.42438 	6.33501 	4.44871 	6.30953 	9.18713 	10.2129 	10.5456 	11.1529 	12.03 	13.0044 	14.0005 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.413922 	0.0679184 	3.40988 	1.68718 	4.1094 	6.54155 	4.58108 	6.10493 	9.09147 	10.2651 	10.6026 	11.1762 	12.0358 	13.0054 	14.0006 	15.0001 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.474713 	-6.34215e-05 	3.38403 	1.89441 	3.78455 	6.71012 	4.75093 	5.91049 	8.97729 	10.3104 	10.6623 	11.2022 	12.0427 	13.0066 	14.0008 	15.0001 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.517906 	-0.0311656 	3.30753 	2.1431 	3.4598 	6.83476 	4.95561 	5.73069 	8.84498 	10.3473 	10.7244 	11.2311 	12.0506 	13.0081 	14.001 	15.0001 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.541603 	-0.023679 	3.1823 	2.42558 	3.14541 	6.91056 	5.19149 	5.56995 	8.69533 	10.3744 	10.7883 	11.263 	12.0598 	13.01 	14.0013 	15.0001 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
